id,label,softwaretype,con_medicine,con_biochemistry_genetics_and_molecular_biology,con_agricultural_and_biological_sciences,con_neuroscience,con_computer_science,con_mathematics,con_environmental_science,con_immunology_and_microbiology,con_pharmacology_toxicology_and_pharmaceutics,con_chemistry,con_physics_and_astronomy,con_social_sciences,con_NA,con_veterinary,con_health_professions,con_chemical_engineering,con_engineering,con_nursing,con_materials_science,con_multidisciplinary,con_psychology,mt_usage,mt_mention,mt_deposition,mt_creation,community_no,degree_in,degree_out,betweenness
<https://cran.r-project.org/package=survminer>,survminer,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/brwnj/bcl2fastq>,bcl2fastq2,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/cit-bioinfo/consensusMIBC>,consensus MIBC,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/COMBINE-lab/Salmon>,Salmon,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/ding-lab/msisensor>,MSIsensor,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/FelixKrueger/TrimGalore>,Trim Galore!,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://github.com/genome/bam-readcount>,bam-readcount,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://software.broadinstitute.org/cancer/cga/mutect>,MuTect,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://software.broadinstitute.org/cancer/cga/polysolver>,Polysolver,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://visiopharm.com/>,Visiopharm,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://www.bioconductor.org/packages/RTN>,RTN,PlugIn,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://www.wikidata.org/wiki/Q30593150>,SnpEff,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://www.wikidata.org/wiki/Q7305527>,REDCap,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://xcell.ucsf.edu/>,xCell,Application,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,24.377419354838707,30,0
<https://cran.r-project.org/package=OptimalCutpoints>,OptimalCutpoints,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.22287390029325513,3,0
<http://www.mtifwb.com/>,RIU,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<https://ideas.repec.org/c/boc/bocode/s446201.html>,metareg,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.01889803996680074,2,0
<https://ideas.repec.org/c/boc/bocode/s446602.html>,ICE,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0.008810572687224669,1,0
<http://data.gesis.org/somesci/CHART_01>,Chart,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0044052863436124,2,0
<https://www.wikidata.org/wiki/Q5025484>,Cambridge Neuropsychological Test Automated Battery,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0044052863436124,2,0
<http://www.gqinnovationcenter.com/services/bioinformatics/flexarray>,FlexArray,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1.5044052863436121,4,0
<https://www.bio-rad.com/en-de/product/myiq2-two-color-real-time-pcr-detection-system>,MyIQ,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1.5044052863436121,4,0
<https://www.wikidata.org/wiki/Q5382673>,EpiData,Application,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,1.0308811578251653,1.1428571428571428,0
<https://training.cochrane.org/online-learning/core-software-cochrane-reviews/revman>,Review Manager,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0.004405286343612334,0.5,0
<https://sites.google.com/a/wolkon.com/gps-sample>,GPS Sample,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0044052863436124,2,0
<https://www.wikidata.org/wiki/Q21207>,Windows Mobile,OperatingSystem,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0044052863436124,2,0
<http://www.spatialecology.com/gme>,geo-spatial modeling environment,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3.1155163974547238,5,0
<http://www.umass.edu/landeco/research/fragstats/fragstats.html>,Fragstats,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3.1155163974547238,5,0
<https://pro.arcgis.com/en/pro-app/latest/tool-reference/spatial-statistics/an-overview-of-the-spatial-statistics-toolbox.htm>,Spatial Statistics,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3.1155163974547238,5,0
<https://www.l3harrisgeospatial.com/Software-Technology/ENVI>,ENVI,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,3.1155163974547238,5,0
<https://www.wikidata.org/wiki/Q6716702>,MLwiN,Application,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,2.025817866685925,1.3333333333333333,0
<http://www.bristol.ac.uk/cmm/software/runmlwin>,runmlwin,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0.342143906020558,2,0
<http://www.mh-hannover.de/kliniken/radiologie/str_04.html>,CT-Expo,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<https://www.andrew.cmu.edu/user/bjones>,traj,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<http://www.bristol.ac.uk/cmm/software/realcom>,REALCOM-IMPUTE,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<https://EconPapers.repec.org/RePEc:boc:bocode:s457279>,ZSCORE06,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.1472624292007552,2,0
<http://trackvis.org/>,TrackVis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.6472624292007552,4,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FDT>,FMRIBâ€™s Diffusion Toolbox,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,13.125984550960851,9,0
<https://www.wikidata.org/wiki/Q115494>,Waikato Environment for Knowledge Analysis,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.6472624292007552,4,0
<https://ideas.repec.org/c/boc/bocode/s457354.html>,punafcc,PlugIn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<http://intergrowth21.ndog.ox.ac.uk/>,Newborn Size Application,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<https://www.millisecond.com/>,Inquisit,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<https://www.wikidata.org/wiki/Q55641191>,NQuery Advisor,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.004405286343612334,1,0
<http://sourceforge.net/projects/lamina>,LAMINA,Application,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,9,1.1143790849673203,3,0
<https://www.wikidata.org/wiki/Q1129895>,Java Advanced Imaging,Application,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1.1143790849673203,3,0
<http://www.pristionchus.org/3CPrimerDesign>,3PD,Application,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.0588235294117647,1,0
<https://www.wikidata.org/wiki/Q2005>,JavaScript,ProgrammingEnvironment,0,3,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5.3099547511312215,3.3333333333333335,0
<http://www.bionut.ki.se/users/pesv/podbat>,Podbat,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0.0588235294117647,1,0
<http://doi.org/10.1371/journal.pcbi.1002380>,DOGS,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,1.0588235294117647,2,0
<https://www.wikidata.org/wiki/Q2383032>,Chemistry Development Kit,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1.0588235294117647,2,0
<http://www.broadinstitute.org/rna-seqc>,RNA-SeQC,Application,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,9,0.0588235294117647,1,0
<https://github.com/gburleigh/MatrixConverter>,MatrixConverter,Application,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.0588235294117647,1,0
<https://github.com/PathVisio/PathVisioRPC>,PathVisioRPC,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1.0588235294117647,2,0
<https://www.wikidata.org/wiki/Q16975296>,PathVisio,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,1.0588235294117647,2,0
<https://github.com/UcarLab/QuIN>,QuIN,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,2.469079939668175,5,0
<https://www.wikidata.org/wiki/Q507430>,Tomcat,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2.469079939668175,5,0
<https://www.wikidata.org/wiki/Q850>,MySQL,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,2.469079939668175,5,0
<https://github.com/Grice-Lab/AlignerBoost>,AlignerBoost,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,0.0588235294117647,1,0
<https://www.york.ac.uk/computational-immunology/software/aspasia>,ASPASIA,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.0588235294117647,1,0
<https://github.com/mikessh/mageri>,MAGERI,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.0588235294117647,1,0
<https://github.com/phoenixding/idrem>,iDREM,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0.46907993966817496,3,0
<https://www.wikidata.org/wiki/Q7095785>,OpenEpi,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.00819672131147541,1,0
<https://www.wikidata.org/wiki/Q1258962>,MaxQDA,Application,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0.1081967213114754,0.3333333333333333,0
<https://www.meta-analysis.com/>,Comprehensive Meta-Analysis,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0.00819672131147541,0.5,0
<https://www.wikidata.org/wiki/Q7394951>,SUDAAN,Application,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0.03278688524590164,1,0
<http://data.gesis.org/somesci/EASY_RA1_EASY_RANDOMIZER_01>,EASY RA1 Easy Randomizer,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0226894749346638,3,0
<https://www.wikidata.org/wiki/Q11266>,PowerPoint,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1.0226894749346638,3,0
<http://www.actigraphy.respironics.com/solutions/actiware>,Actiware,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.00819672131147541,1,0
<https://www.hcup-us.ahrq.gov/toolssoftware/ccs/ccs.jsp>,CCS,Application,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.17486338797814208,2,0
<http://www.fieldgenetics.com/pages/aboutCervus_Overview.jsp>,Cervus,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.5081967213114754,2,0
<https://www.zsl.org/science/software/colony>,COLONY,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,7.258196721311475,5,0
<https://www.va.gov/vdl/documents/Clinical/Comp_Patient_Recrd_Sys_(CPRS)/cprsguium.pdf>,VA Computerized Patient Record System,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.00819672131147541,1,0
<https://www.questionpro.de/>,Questionpro,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.010728366881095663,2,0
<https://www.wikidata.org/wiki/Q5535060>,geographic information system,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.00819672131147541,1,0
<https://cran.r-project.org/package=dlnm>,dlnm,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.34153005464480873,2,0
<http://www.accelrys.com/dstudio/ds_viewer>,DS ViewerPro,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,2,0
<http://consurf-hssp.tau.ac.il/>,ConSurf-HSSP,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,2,0
<http://www.bioinformatics.sussex.ac.uk/SHARP2>,SHARP2,Application,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,2,2,0
<http://data.gesis.org/somesci/CELLQUEST_01>,CellQuest,Application,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,4.794198312236286,4.5,0
<https://www.wikidata.org/wiki/Q11255>,Office,Application,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2.4001765731058518,3,319.5
<http://csg.sph.umich.edu/abecasis/mach>,MACH,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,4.788245931283906,4,0
<https://doi.org/10.1093/bioinformatics/btp497>,GRIMP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,3.145388788426763,6,0
<https://www.illumina.com/Documents/products/datasheets/datasheet_beadstudio.pdf>,BeadStudio,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,3.145388788426763,6,0
<https://www.nitrc.org/projects/mach2qtl>,Mach2QTL,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,3.145388788426763,6,0
<https://www.fluxus-engineering.com/sharenet.htm>,Network,Application,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,33.22914561131402,14.75,0
<https://www.wikidata.org/wiki/Q4792191>,Arlequin,Application,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,33.22914561131402,14.75,0
<http://marsbar.sourceforge.net/>,Marsbar,PlugIn,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1.5608649789029534,3,0
<https://www.med-associates.com/med-pc-v/>,Med-PC,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.8711910658594753,5,0
<https://www.wikidata.org/wiki/Q215016>,Illustrator,Application,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,5,6.342024399192809,6.5,0
<http://data.gesis.org/somesci/DIGIPRO_01>,Digipro,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<https://www.wikidata.org/wiki/Q25931876>,Scion image,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<http://www.talairach.org/daemon.html>,Talairach Daemon,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.7775316455696202,2.5,0
<http://www.atgc-montpellier.fr/phyml>,PhyML,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,20.847986191024166,17.5,0
<https://www.labtools.us/sequence-scanner>,Sequence Scanner,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.8358649789029535,5,0
<https://www.wikidata.org/wiki/Q3505312>,Surfer,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1.8358649789029535,5,0
<https://www.wikidata.org/wiki/Q17042611>,NCSS,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,1.0025316455696203,1,1588
<https://www.wikidata.org/wiki/Q3628244>,ATLAS.ti,Application,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,0.1691983122362869,0.6666666666666666,0
<https://www.jwatcher.ucla.edu/>,JWatcher,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<https://www.motic.com/As_microscope_software_a/product_236.html>,Digilab,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<http://olisweb.com/olisweb_old/Olis-Software.html>,GlobalWorks,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.4146528576908315,9,0
<http://smart.emblheidelberg.de/>,SMART,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.4146528576908315,9,0
<http://www.cbs.dtu.dk/services/SignalP>,SignalP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.4146528576908315,9,0
<https://www.wikidata.org/wiki/Q17029600>,I-TASSER,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4.4146528576908315,9,0
<https://www.wikidata.org/wiki/Q1726452>,MASCOT,Application,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,19.971623966292377,9.666666666666666,0
<https://www.pbarrett.net/Bootstrap/Bootstrap.html>,Bootstrap,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<https://www.pbarrett.net/Gower/Gower.html>,Gower,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1.0025316455696203,2,0
<https://neurometrika.org/node/34>,DARTEL,PlugIn,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2.8275316455696204,2.6666666666666665,0
<https://www.xlstat.com/>,XLSTAT,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10,0.017024399192808657,1,0
<http://data.gesis.org/somesci/EYEVISION_01>,EyeVision,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<http://www.ut-radiology.umin.jp/people/masutani/dTV/dTV_frame-e.htm>,DTV.II SR,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.669198312236287,5,0
<http://www.volume-one.org/>,Volume 1,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.669198312236287,5,0
<https://www.moleculardevices.com/products/cellular-imaging-systems/acquisition-and-analysis-software/metamorph-microscopy>,Metamorph,Application,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,3.419198312236287,3,0
<https://www.wikidata.org/wiki/Q7935239>,Virtuoso,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,2.669198312236287,5,0
<https://www.wikidata.org/wiki/Q6955723>,Nvivo,Application,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1.850357732526142,1.6666666666666665,473.5
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FLIRT>,FLIRT,PlugIn,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,13.964436407474382,6.999999999999997,0
<http://flash.lakeheadu.ca/~rrempel/ecology>,Patch Analyst,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.6479861910241658,4,0
<https://www.wikidata.org/wiki/Q631011>,ArcView,Application,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2.4983439235503075,4,0
<https://actigraphcorp.com/support/software/actilife>,ActiLife,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0.017024399192808657,2,0
<https://www.bio-rad.com/en-de/product/quantity-one-1-d-analysis-software>,Quantity One,Application,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,12.870587201125176,5,0
<https://www.processmacro.org/>,PROCESS,PlugIn,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0.020253164556962022,1,0
<https://users.fmrib.ox.ac.uk/~behrens/fdt_docs/fdt_dtifit.html>,DTIFit,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,12.988245931283906,9.5,0
<https://bioinfogp.cnb.csic.es/tools/venny>,Venny,Application,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,8.10253164556962,6,0
<http://hvsimage.com/>,HVS Image,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0.5580872011251758,3,0
<https://www.microscope.healthcare.nikon.com/products/software/nis-elements>,NIS,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,5,2.634476090014065,3.5,0
<https://www.ibm.com/products/spss-complex-samples>,Complex Samples,PlugIn,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0.0050632911392405056,1,0
<http://data.gesis.org/somesci/GLOBALPARK_01>,Globalpark,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1.0170243991928087,3,0
<http://data.gesis.org/somesci/SNAP_01>,SNAP,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1.0170243991928087,3,0
<https://rome.phri.ca/files/idatafax>,iDataFax,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<https://www.biopac.com/product/acqknowledge-software>,AcqKnowledge,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.0025316455696202528,1,0
<https://www.wikidata.org/wiki/Q5014227>,CSPRO,Application,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.3358649789029536,2,0
<http://www.oege.org/software/cubex>,CubeX,Application,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/DualRegression>,dual regression,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FAST>,FMRIB's Automated Segmentation Tool,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FIRST>,FMRIBâ€™s Integrated Registration and Segmentation Tool,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
<https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/FIX>,FMRIB's ICA-based X-noiseifier,PlugIn,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,10.478722121760097,14,0
